article_id_1,article_id_2,count
736923009,802273002,2
525518005,736923009,2
525518005,802273002,5
798579002,820671001,8
638039001,798579002,15
689389033,798579002,33
638039001,820671001,2
689389033,820671001,4
638039001,689389033,12
704451001,816953001,2
631536015,651334005,2
764405001,804661001,11
747838005,854356006,3
825811002,868283001,4
757303014,825811002,6
757303014,868283001,11
692632001,907188001,5
680214001,692632001,4
189634001,501619017,2
399061008,715606003,11
715606003,817067001,2
399061008,817067001,6
643577001,704451001,3
704451001,798407001,3
748566030,865142001,5
783245003,794468003,9
573716005,794468003,7
573716005,783245003,10
851142001,861451002,3
762247001,851142001,2
671433001,728329001,2
629266001,728329001,3
189634001,625568001,3
512251003,540701008,21
512251003,824706001,3
540701008,824706001,2
372008001,719209001,21
529012025,596472002,6
529012025,699341001,2
301227002,529012025,27
529012025,655728001,4
301227002,596472002,8
596472002,655728001,3
301227002,699341001,6
655728001,699341001,7
674047003,674071001,4
301227002,744844003,4
772902001,798407001,19
568597018,575141005,2
678983008,852174002,2
766495013,841238002,10
473507001,675508002,4
671800001,721762001,3
506098016,671800001,6
506098016,721762001,7
578431002,643201001,2
607642009,758513001,6
696209005,764405001,4
673396001,692632001,10
692632001,864415003,2
664074037,830770001,4
820671001,830770001,7
664074037,820671001,10
775624002,787260004,3
617828003,798579002,2
552826024,798579002,11
692632001,751942001,6
529012025,692632001,10
692632001,909921002,4
692632001,868283001,4
692632001,783388001,4
688105007,692632001,9
692632001,746562001,5
692632001,843380001,2
529012025,751942001,4
751942001,909921002,2
751942001,868283001,2
751942001,783388001,2
688105007,751942001,5
746562001,751942001,3
529012025,868283001,12
529012025,783388001,4
529012025,688105007,16
529012025,746562001,13
529012025,843380001,3
868283001,909921002,2
783388001,909921002,2
783388001,868283001,3
688105007,868283001,4
746562001,868283001,3
688105007,783388001,7
746562001,783388001,3
688105007,746562001,8
688105007,843380001,2
564787001,623522002,3
516712001,832361001,34
683001004,761204001,2
714807003,761204001,2
399061008,520829003,3
399061008,817166007,9
636140003,752814004,14
509653003,752814004,4
509653003,701203001,2
516712010,553139001,4
782595001,801512001,3
564787014,599718002,13
753372003,775624002,2
594987002,753210002,7
746168003,772902001,29
764927004,825318008,4
637549012,689389033,7
325087018,728990001,2
325087018,537688010,4
325087018,584483003,2
537688010,562763002,4
537688010,872628001,2
537688010,584483003,4
562763002,872628001,2
537920001,872628001,2
594987002,611378001,6
564541001,624692004,3
685814023,716590007,3
772349009,825811002,2
562245098,637661002,8
573716072,691553001,4
634426005,757303014,2
634426005,851142001,3
757303014,851142001,3
399223025,707203004,3
657654002,671433001,2
743562002,782502001,3
189634001,689365007,3
399061008,632307011,22
784505004,832361001,7
784505004,787260004,8
476315040,748794001,2
476315040,699924001,10
665851004,748794001,2
665851004,699924001,2
699924001,748794001,2
399061008,721762001,28
399061008,721609001,37
721609001,721762001,7
688105007,790315001,3
525518005,632307011,5
534357002,632307011,3
632307011,673771003,43
525518005,730609002,3
525518005,783440004,3
525518005,673771003,2
534357002,673771003,3
673771003,783440004,2
491913001,710876030,2
789235001,840203001,5
568601018,599718002,3
599718002,719209001,10
716590007,798579002,3
568838009,710854001,2
568838009,830770001,26
568838009,726578003,2
710854001,830770001,2
726578003,830770001,3
826203001,831547001,9
695632033,772902001,12
540701008,730683019,9
399223025,755604001,8
399223025,680262018,7
189634001,772899001,18
572127015,832361001,4
655493001,832361001,2
655493001,851142001,2
622964004,655493001,7
832361001,851142001,36
622964004,832361001,2
622964004,851142001,2
671852004,832361001,23
560389002,696209005,2
506098016,832018001,2
831547001,844059001,16
540701008,681373010,5
392269007,540701008,2
797624002,824209003,5
575141005,584631018,4
525518005,584631018,2
575141005,615808001,2
525518005,615808001,2
525518005,575141005,5
630514003,767090001,2
630514003,783440004,3
613459017,752814004,9
629381003,859622001,2
575141005,629381003,2
582245001,732534001,4
732534001,859622001,3
575141005,732534001,2
582245001,812218001,2
575141005,582245001,2
575141005,859622001,2
700907008,721135003,2
647416004,752814004,6
765433001,796210010,7
796210010,890035001,3
643702001,796210010,2
710055001,796210010,8
765433001,890035001,13
765433001,832361001,9
710055001,765433001,3
832361001,890035001,9
643702001,832361001,6
710055001,832361001,5
544181001,783388001,2
637661002,860867002,4
716153002,852458002,3
716153002,747050001,3
716153002,788455007,2
716153002,890035001,3
578816002,716153002,3
747050001,852458002,3
788455007,852458002,2
747050001,788455007,2
747050001,890035001,4
578816002,747050001,2
788455007,890035001,2
578816002,788455007,5
578816002,890035001,4
752814004,851317003,8
752814004,832166002,5
761323002,857427006,6
732534001,774666003,9
774666003,815264001,5
728329001,815264001,2
690108004,728329001,2
732534001,815264001,3
683356005,732534001,2
584483003,809521001,5
464454017,584483003,3
559076002,573716005,7
564787014,639738005,5
825811002,898596002,3
189634001,643201001,5
529012025,698899003,5
529012025,733098013,14
678983008,698899003,4
678983008,783417001,5
698899003,783417001,5
189634001,708819002,2
719084002,884771003,8
636140003,719084002,7
636140003,638532003,2
636140003,884771003,7
689365002,820357001,2
689365002,706371001,2
732534001,908616001,2
706371001,908616001,2
732534001,807329002,5
807329002,820357001,3
706371001,807329002,5
706371001,820357001,5
753475004,788298001,4
788298001,849257001,5
788298001,796210010,40
753475004,849257001,4
753475004,796210010,11
796210010,849257001,11
710307003,726705001,2
301227002,625939035,4
599718002,625939035,4
301227002,599718002,23
832361001,932243001,7
775624002,832361001,8
637268002,775624002,3
637268002,832361001,5
589818007,798579002,4
743229002,766495013,3
764895002,766495013,4
626816001,636140003,2
636140003,841434002,12
507909002,636140003,2
626816001,841434002,5
507909002,626816001,2
507909002,841434002,2
764838002,791787001,2
643193003,764838002,5
692632001,849361003,3
692632001,705145001,2
637661002,692632001,13
705145001,849361003,2
637661002,849361003,7
637661002,705145001,4
754238019,825318008,9
525518005,626168001,4
702292001,857227001,2
702292001,797529004,4
719084002,832361001,19
616849012,671163001,4
616849012,631418001,25
638958006,772902001,5
674606030,772902001,28
573716072,691855012,4
746562001,779909004,2
746562001,887659010,2
665538001,809521001,3
529012025,568838009,15
399223025,529012025,19
301227002,568838009,12
399223025,568838009,9
301227002,399223025,15
734273003,749885001,4
734273003,851142001,6
553139001,734273003,4
749885001,851142001,5
553139001,749885001,3
553139001,851142001,4
594987002,750488002,2
750488002,765433001,6
325087018,594987002,18
325087018,752814004,6
325087018,671163001,4
325087018,765433001,5
594987002,752814004,22
594987002,671163001,4
594987002,765433001,8
671163001,752814004,5
752814004,765433001,4
662085001,842605004,3
662085001,793886001,2
512251003,637149005,2
512251003,696209005,9
512251003,862414001,4
637149005,696209005,2
637149005,862414001,2
696209005,862414001,3
573716005,898596002,6
573716005,719084002,18
821513004,890035001,2
652742003,794468003,2
516712001,780188001,11
516712010,780188001,7
516712001,516712010,113
594987002,690108004,3
540701008,719084002,2
562245098,719084002,3
719084002,746168003,3
697649001,719084002,2
540701008,832361001,5
562245098,832361001,28
746168003,832361001,16
697649001,832361001,3
540701008,562245098,2
540701008,746168003,6
540701008,697649001,4
562245098,746168003,6
562245098,697649001,2
526840005,562245098,2
697649001,746168003,2
794768003,824706001,9
573716005,717943002,4
671777034,730683019,2
803969008,832481001,2
721609001,832481001,18
832018001,832481001,7
721609001,803969008,4
803969008,832018001,3
721609001,832018001,9
582245001,691855012,2
530729007,691855012,4
529012025,796210010,19
428291001,757557003,11
534357002,767090001,2
807329002,884771003,4
189634001,807329002,5
189634001,657165021,2
189634001,622966009,4
189634001,884771003,5
189634001,710056010,10
681373010,744722001,2
570003040,634426005,4
780188001,802273002,7
529012025,849257001,9
372008001,529012025,15
568838009,849257001,10
372008001,568838009,13
372008001,849257001,6
355569005,520427006,2
653789002,653789003,25
573716005,761204006,5
697054058,761204006,2
573716005,697054058,7
573716005,650677004,6
650677004,697054058,5
473507001,534357002,15
534357002,756192002,8
534357002,689389033,15
473507001,756192002,3
473507001,689389033,7
689389033,756192002,4
614496004,804661001,2
632307011,637549012,4
716590007,797529004,5
564787001,564787014,125
537688010,564787014,10
564787014,755604001,5
537688010,564787001,8
564787001,755604001,6
564787001,832361001,18
537688010,755604001,8
537688010,832361001,14
755604001,832361001,13
552826024,699924001,5
512251003,674071001,12
768632003,775624002,5
788298001,795675008,3
626816001,733098013,4
627197005,734460011,2
734460011,765433001,3
489435016,761204001,2
720125002,832361001,10
534357002,640605005,6
678692006,706371001,6
704451001,706371001,3
458239001,706371001,4
458239001,678692006,14
458239001,704451001,9
730122002,730683019,3
616849012,663233002,2
372008001,873592001,7
688105007,825811002,10
688105007,691579001,4
848307002,884319002,4
793886001,848307002,3
562245098,884319002,5
562245098,832481001,15
562245098,793886001,5
562245098,695632033,7
832481001,884319002,2
793886001,884319002,2
695632033,884319002,4
695632033,832481001,11
695632033,793886001,3
506098016,884771003,3
399061008,839673001,5
844059001,876053003,43
866724001,922619002,2
782502001,866724001,2
710056010,782502001,3
710056010,866724001,4
702292001,747838005,2
732534001,752830002,4
630714001,732534001,10
594987002,732534001,4
732534001,803083001,3
630714001,752830002,2
594987002,752830002,2
594987002,630714001,12
630714001,803083001,3
594987002,803083001,9
560389002,573716005,12
743229002,751942001,9
638228002,751942001,4
638228002,743229002,2
796210010,884319002,9
573716005,796210010,65
573716005,884319002,3
706016035,861514001,3
559076002,744844003,2
534357002,797710002,9
512251003,815264001,13
688105007,815264001,4
815264001,832481001,6
512251003,688105007,12
512251003,832481001,16
688105007,832481001,11
720125002,721135003,4
720125002,754242003,5
720125002,878080003,2
575141005,720125002,2
721135003,878080003,3
575141005,721135003,3
537688010,854602001,3
594987002,854602001,3
746168003,854602001,5
537688010,594987002,15
537688010,746168003,6
537688010,707203004,6
594987002,746168003,6
594987002,707203004,2
707203004,746168003,2
504155020,626168001,2
722468001,743562002,3
525518005,722468001,8
525518005,743562002,4
594978005,772349009,3
748794001,752039002,9
534357002,704451001,4
516712001,534357002,37
534357002,861600002,3
704451001,874491002,2
516712001,704451001,5
516712001,874491002,5
861600002,874491002,2
516712001,861600002,2
189634001,714807003,31
844999001,895477001,3
582462006,637661002,2
392269007,832361001,6
699341001,768947001,2
768947001,772902001,24
699341001,794768003,2
699341001,772902001,4
772902001,794768003,6
372576017,638039001,3
529012025,665481010,13
537688010,803969008,4
691855012,766495013,2
662344008,701792005,3
752814004,783440004,5
630326001,701134017,2
617249034,701134017,2
701134017,783707043,12
787260004,887770003,3
744722001,887770003,2
744722001,787260004,4
714807003,752814004,53
697054058,764927004,3
754238019,868283001,13
372008001,868283001,4
705145001,868283001,2
705145001,754238019,3
372008001,705145001,4
761204001,772902001,12
794768003,819520005,2
775624002,791787001,5
573716072,791787001,7
697054058,779909004,5
697054058,700935001,3
399223025,613459017,8
399061008,750330003,10
573716005,607642009,10
607642009,802273002,4
573716005,802273002,27
714807003,793886001,6
740457002,793886001,2
714807003,909920001,5
714807003,740457002,3
372860041,753475004,2
753475004,846753002,3
753475004,878629002,5
678342008,753475004,2
846753002,878629002,2
568597018,738899005,6
568597018,688933007,3
688933007,738899005,3
631536015,653188016,14
496159007,788298001,5
751942001,772902001,10
751942001,783245003,4
751942001,826218003,2
673396014,751942001,2
751942001,820671001,4
733098013,751942001,2
772902001,783245003,32
772902001,826218003,15
673396014,772902001,11
772902001,820671001,15
678342008,772902001,5
733098013,772902001,36
673396014,783245003,3
783245003,820671001,7
733098013,783245003,7
673396014,826218003,2
820671001,826218003,2
733098013,826218003,3
673396014,820671001,2
673396014,733098013,4
678342008,820671001,2
733098013,820671001,5
678342008,733098013,2
306847011,690108004,2
529012025,614496004,6
768947001,791787001,11
226959008,768947001,5
226959008,791787001,6
678692006,783388001,4
325087018,399061008,12
399061008,594987002,20
390512018,704048003,2
639976002,704048003,3
390512018,639976002,4
529012025,769748006,10
529012025,871957001,9
529012025,554792001,34
769748006,871957001,8
554792001,769748006,9
554792001,871957001,8
599718002,803969008,9
754176003,876053003,6
464454017,568597018,2
568597018,626816001,2
568597018,616849012,8
568597018,698899003,4
464454017,616849012,6
464454017,700986003,3
616849012,650578001,7
650578001,700986003,2
616849012,626816001,6
626816001,648649001,2
626816001,787260004,5
616849012,698899003,2
616849012,648649001,2
616849012,787260004,6
698899003,700986003,2
674606048,782502001,2
399223025,782502001,3
562245098,847100004,2
562245098,674606048,11
399223025,562245098,10
674606048,847100004,3
399223025,847100004,2
399223025,674606048,12
555353017,640054004,6
706016035,772902001,34
719209001,772902001,34
706016035,832361001,20
719209001,832361001,22
782502001,820357001,2
697425001,857163002,2
516712001,886226002,6
516712001,701244001,7
832361001,886226002,4
701244001,832361001,8
701244001,886226002,2
824706001,841434002,2
714807003,869131001,4
793886001,869131001,15
654590002,869131001,7
697425001,869131001,3
654590002,714807003,4
654590002,793886001,9
697425001,793886001,5
654590002,697425001,10
757974002,783245003,2
653789002,783245003,4
695632033,762247001,3
674606048,706016035,4
674606048,844059001,17
706016035,844059001,19
696209005,755304001,4
516712001,537688010,82
301227002,738899005,12
701735009,740412001,2
701735009,765433001,2
765433001,765433010,22
740412001,765433001,2
523160018,721762001,2
721762001,789629002,2
553139001,701738003,13
406724017,701738003,2
701738003,772899001,3
553139001,743562002,2
553139001,772899001,9
504155020,573716005,8
573716005,733098013,20
504155020,733098013,5
710056010,817353006,4
752830002,798579002,2
752830002,859736002,2
752830002,825318008,2
798579002,859736002,7
798579002,825318008,8
825318008,859736002,2
560389002,620208002,2
307656023,715606003,2
458239001,715606003,6
307656023,458239001,9
458239001,839673001,3
702883001,710055001,3
701244001,803647001,2
803647001,815264001,2
701244001,815264001,2
554772041,714807003,13
554772041,651456013,6
651456013,714807003,8
674047003,734461004,2
662344008,734461004,2
589818007,734461004,4
734461004,896198002,2
721609001,734461004,2
596472002,707051002,2
674047003,707051002,3
662344008,707051002,2
707051002,797710002,3
707051002,721609001,3
596472002,911108003,3
596472002,699755010,2
596472002,674047003,10
589818007,596472002,3
596472002,797710002,7
596472002,783417001,2
596472002,721609001,6
674047003,911108003,4
662344008,911108003,2
797710002,911108003,2
674047003,699755010,2
589818007,699755010,2
699755010,797710002,4
699755010,783417001,2
551044037,699755010,2
699755010,721609001,2
662344008,674047003,3
674047003,797710002,14
674047003,721609001,9
589818007,662344008,2
662344008,783417001,2
589818007,797710002,2
589818007,721609001,2
783417001,797710002,4
551044037,797710002,2
721609001,797710002,9
721609001,783417001,4
581275009,764838002,3
301227002,796210010,33
798579002,844059001,29
695857002,825811002,7
372008001,674606030,12
473507001,662592002,14
662592002,826203001,5
554792001,662592002,4
473507001,826203001,4
473507001,554792001,9
554792001,826203001,6
632307011,662344008,6
673396014,721609001,3
721609001,859622001,5
673396014,859622001,2
696209005,751942001,3
751942001,757557003,7
680262018,751942001,6
696209005,753237011,5
696209005,757557003,2
640605005,696209005,5
680262018,696209005,4
753237011,757557003,4
640605005,753237011,5
680262018,753237011,5
640605005,757557003,5
640605005,680262018,5
654590002,701735009,2
594987002,721609001,17
680262018,840351004,4
640251011,795675008,2
636140003,701244001,3
458239001,636140003,26
458239001,701244001,6
568838009,711193001,3
512251003,711193001,9
512251003,568838009,26
777243002,852669002,5
736923009,854193004,19
680214001,854193004,2
680214001,736923009,2
372008001,560393007,2
372008001,512251003,32
691855012,781758005,2
695632033,781758005,2
691855012,695632033,6
717695002,876053003,5
840203001,876053003,4
678692006,710877001,2
707381001,730683019,3
674020001,707381001,4
710307003,755604001,2
573716072,671852004,11
525518005,721609001,19
842605004,851400004,3
708138023,832481001,5
708138023,907188001,3
832481001,907188001,3
783707043,832481001,2
783707043,907188001,2
573716005,853545001,7
573716005,746261002,3
616849012,802273002,9
844059001,849339001,3
683159002,788455007,2
608069011,753210002,3
753210002,758513001,6
608069011,751342005,2
608069011,758513001,2
751342005,758513001,2
525518005,695632033,8
825811002,894673001,2
788455007,812218001,6
765433001,812218001,25
793886001,812218001,22
765433001,788455007,4
788455007,793886001,2
765433001,793886001,16
678692006,815264001,2
399061008,884771003,10
399061008,796210010,47
399061008,848358004,3
796210010,884771003,9
796210010,848358004,3
688933007,838817001,2
613459017,706016035,3
399061008,841434002,37
370594021,399061008,7
189634001,399061008,35
370594021,841434002,7
189634001,841434002,33
189634001,370594021,3
907188001,911108003,3
620424053,831547001,2
564541001,643974005,4
788455007,798579002,11
678983008,797710002,7
428291001,568597018,2
632307011,827349001,3
639976002,884319002,3
654380005,707051002,3
599718002,810172005,2
599718002,810172015,2
599718002,817353006,6
399061008,403844007,2
791132001,796210010,16
643193003,791132001,2
643193003,796210010,6
529012025,678692006,15
657661002,750330003,7
627197005,678983008,7
599718002,622060001,4
772349009,832481001,17
832481001,887653002,19
708819002,772902001,2
573716005,761204001,4
573716005,753210002,6
507909022,715606003,2
594987002,730683019,11
730683019,772902001,31
706016035,730683019,5
594987002,706016035,7
746329001,876053003,16
316441025,768947001,2
529012025,701738003,22
529012025,737134001,10
701738003,737134001,3
357792011,749885001,4
357792011,604837005,3
607642009,672625005,2
692632001,696209005,7
841434002,854193004,11
685814023,854193004,3
685814023,841434002,7
636140003,650626001,2
612296003,636140003,2
539197011,636140003,5
458239001,638039001,29
554792001,868283001,9
671800001,732534001,5
501619017,832361001,5
832361001,861451002,5
399223025,541418003,2
399223025,688474001,5
607642009,707051002,2
564787014,607642009,6
685814023,832481001,4
617249034,830770001,2
301227002,909921002,2
512251003,634009011,3
634009011,876053003,4
512251003,876053003,19
512251003,640241001,2
